params,totsi,totsi.lci,totsi.uci,singsi,singsi.lci,singsi.uci,driver,value,n
tillfac_FT,0.1417750725765567,-3.030677817911285,0.19428139810025435,-0.12648175885213725,-0.7786664414551199,24.02660120375459,location_name,"Ellerslie,Harrow",3
tillfac_RT,0,0,0,-0.16661575487976635,-1.229607590853813,30.820388738912015,location_name,"Ellerslie,Harrow",3
wfac_irri,0,0,0,-0.16661575487976635,-1.229607590853813,30.820388738912015,location_name,"Ellerslie,Harrow",3
k10,0,0,0,-0.16661575487976635,-1.229607590853813,30.820388738912015,location_name,"Ellerslie,Harrow",3
k20,0,0,0,-0.16661575487976635,-1.229607590853813,30.820388738912015,location_name,"Ellerslie,Harrow",3
k30,2.6828688927042944e-5,-2.2053235319833227e-5,3.368273543805508e-5,-0.16039765227548622,-1.2195929794784266,30.734882921332712,location_name,"Ellerslie,Harrow",3
k40,0.03934564814324232,-0.6176592082002272,0.06284609639262972,0.18637789943160896,-0.5886443233123253,22.829418017269585,location_name,"Ellerslie,Harrow",3
k50,4.4673936461685456e-5,-0.0010978267239072968,7.7026443261373e-5,-0.16387724239893459,-1.2224651640291073,30.756001280702016,location_name,"Ellerslie,Harrow",3
f1,1.2533245167725429,-25.3370231977006,2.0106386710060282,0.8636920569088019,0.8128567043595091,3.6064089076507972,location_name,"Ellerslie,Harrow",3
f2,0.005812750910887271,-0.13118430247107776,0.010270298388426424,-0.0570611377655992,-0.9859414980976113,27.075926043160052,location_name,"Ellerslie,Harrow",3
f3,0.01825001797210084,-0.0818371095860087,0.018803857262951917,-0.3148460592713581,-1.4230542270359159,32.092217322877296,location_name,"Ellerslie,Harrow",3
f5,0.0011455523729258423,-0.026877864867726187,0.0017910313505527283,-0.21328271673429205,-1.306145118897529,31.892151596617904,location_name,"Ellerslie,Harrow",3
f6,0.023686986742304676,-0.6567869843151118,0.046792989491279975,-0.5102033819074995,-1.903333443577533,40.34845239055209,location_name,"Ellerslie,Harrow",3
f7,9.749527861083173e-4,-0.020455906221041664,0.0015680601290024693,-0.11890554453971741,-1.1331598992921603,29.294756057798505,location_name,"Ellerslie,Harrow",3
f8,6.297342989090102e-6,-6.811998976653791e-5,9.100558984726495e-6,-0.16889192826320612,-1.2348051761775776,30.915854395039723,location_name,"Ellerslie,Harrow",3
tmax,0.0167727420950901,-0.40418271000283507,0.027209225179197043,-0.29535285766031083,-1.5117357934779894,34.61420999454156,location_name,"Ellerslie,Harrow",3
topt,0.015492809524278152,-0.011687398976753673,0.024412333735728466,-0.1501593586172621,-1.2458691510921194,32.16003951338582,location_name,"Ellerslie,Harrow",3
plig,0,0,0,-0.16661575487976635,-1.229607590853813,30.820388738912015,location_name,"Ellerslie,Harrow",3
